"sku","fnsku","asin","product-name","product-group","brand","fulfilled-by","your-price","sales-price","longest-side","median-side","shortest-side","length-and-girth","unit-of-dimension","item-package-weight","unit-of-weight","product-size-tier","currency","estimated-fee-total","estimated-referral-fee-per-unit","estimated-variable-closing-fee","estimated-order-handling-fee-per-order","estimated-pick-pack-fee-per-unit","estimated-weight-handling-fee-per-unit","expected-fulfillment-fee-per-unit"
"OS-IL-DH35-CR18","X002WHQJ41","B07TDSP95Y","""Ilyapa 18 Pack Chrome Door Hinges - 3.5 x 3.5 Inch Interior Hinges for Doors Chrome with 5/8"""" Radius Corners""","Home Improvement","Ilyapa","Amazon","46.99","46.99","8.3","4.4","2.2","21.5","inches","7.25","pounds","UsLargeStandardSize","USD","14.23","7.05","0.00","--","--","--","7.18"
"OS-TH-LVT-60W-B","X002W5XW7P","B0947CB7RF","Transformador de bajo voltaje de 60 vatios para luces de paisaje, transformador de iluminación exterior, 120 V CA a 12 V CC","Home Improvement","Thonapa","Amazon","886.37","886.37","19.5","16.9","6.5","66.3","centimeters","618.02","grams","Standard","MXN","263.12","114.62","--","--","--","--","148.50"
"OS-TH-LVT-60W-B","X002W5XW7P","B0947CB7RF","60 Watt Low Voltage Transformer for Landscape Lights - Outdoor Lighting Transformer, 120V AC to 12V DC","Home Improvement","Thonapa","Amazon","35.95","35.95","7.68","6.65","2.56","26.1","inches","1.36","pounds","UsLargeStandardSize","USD","10.34","5.39","0.00","--","--","--","4.95"
"OS-PUN-TS-A","X002VTLI69","B07VHK1YHG","Punchau - Zapatos de aireador de césped con hebillas de metal y 3 correas, sandalias resistentes con pinchos para airear tu césped o patio","Kitchen","Punchau","Amazon","574.75","574.75","30.99","14.73","11.68","83.82","centimeters","1125.0","grams","Standard","MXN","229.72","74.32","--","--","--","--","155.40"
"OS-PUN-TS-A","X002VTLI69","B07VHK1YHG","Punchau Lawn Aerator Shoes w/Metal Buckles and 3 Straps - Heavy Duty Spiked Sandals for Aerating Your Lawn or Yard","Lawn and Garden","Punchau","Amazon","39.39","39.39","30.99","14.73","11.68","83.82","centimeters","1125.0","grams","Standard","CAD","17.66","5.91","0.00","--","--","--","11.75"
"OS-PUN-TS-A","X002VTLI69","B07VHK1YHG","Punchau Lawn Aerator Shoes w/Metal Buckles and 3 Straps - Heavy Duty Spiked Sandals for Aerating Your Lawn or Yard","Lawn and Garden","Punchau","Amazon","15.99","15.99","12.2","5.8","4.6","33.0","inches","2.48","pounds","UsLargeStandardSize","USD","8.08","2.40","0.00","--","--","--","5.68"
"OS-BCL-BOCE90-RGBY-A","X002SIFQB1","B08VD22FZ7","Barcaloo Bocce - Juego de bolas de resina multicolor con 8 bolas de bote, palino, bolsa de transporte y cuerda","Sports","Barcaloo","Amazon","1269.12","1269.12","38.2","22.4","10.9","104.8","centimeters","6281.98","grams","Standard","MXN","402.31","164.11","--","--","--","--","238.20"
"OS-BCL-BOCE90-RGBY-A","X002SIFQB1","B08VD22FZ7","Barcaloo Bocce Ball Set with 8 Premium Resin Multicolor Bocce Balls, Pallino, Carry Bag & Rope","Sports","Barcaloo","Amazon","90.97","90.97","38.2","22.4","10.9","104.8","centimeters","6281.98","grams","Standard","CAD","35.00","13.65","0.00","--","--","--","21.35"
"OS-BCL-BOCE90-RGBY-A","X002SIFQB1","B08VD22FZ7","Barcaloo Bocce Ball Set with 8 Premium Resin Multicolor Bocce Balls, Pallino, Carry Bag & Rope","Sports","Barcaloo","Amazon","42.99","42.99","15.04","8.82","4.29","41.26","inches","13.85","pounds","UsLargeStandardSize","USD","15.43","6.45","0.00","--","--","--","8.98"
"OS-BCL-CKRD-B30","X002RDL7KV","B08Q6S3XH5","Pomos de bronce aceitado para gabinete de cocina – Asas redondas para cajones – Paquete de 30 piezas de accesorios de armario de cocina","Home Improvement","Barcaloo","Amazon","887.77","887.77","18.6","16.9","7.1","66.6","centimeters","1699.02","grams","Standard","MXN","277.10","114.80","--","--","--","--","162.30"
"OS-BCL-CKRD-B30","X002RDL7KV","B08Q6S3XH5","Oil Rubbed Bronze Kitchen Cabinet Knobs - Round Drawer Handles - 30 Pack of Kitchen Cabinet Hardware","Home Improvement","Barcaloo","Amazon","60.64","60.64","18.6","16.9","7.1","66.6","centimeters","1699.02","grams","Standard","CAD","21.65","9.10","0.00","--","--","--","12.55"
"OS-BCL-CKRD-B30","X002RDL7KV","B08Q6S3XH5","Oil Rubbed Bronze Kitchen Cabinet Knobs - Round Drawer Handles - 30 Pack of Kitchen Cabinet Hardware","Home Improvement","Barcaloo","Amazon","27.99","27.99","7.32","6.65","2.8","26.22","inches","3.75","pounds","UsLargeStandardSize","USD","10.18","4.20","0.00","--","--","--","5.98"
"OS-TH-163CR30-TLBK","X002RCI0WF","B08RJY4635","30 Foot Retractable Extension Cord Reel with Breaker Switch and 3 Electrical Power Outlets - 16/3 SJTW Durable Teal Cable for Garage","Home Improvement","Thonapa","Amazon","38.99","38.99","11.22","10.75","4.25","41.22","inches","7.6","pounds","UsLargeStandardSize","USD","13.03","5.85","0.00","--","--","--","7.18"
"OS-BCL-CKRB-B10","X002QPATUJ","B08Q6Q6NMN","Pomos de bronce aceitado para gabinete de cocina – Asas redondas biseladas para cajones – Paquete de 10 piezas de accesorios de armario de cocina","Home Improvement","Barcaloo","Amazon","520.87","520.87","17.09","10.9","4.19","47.27","centimeters","439.98","grams","Standard","MXN","215.85","67.35","--","--","--","--","148.50"
"OS-BCL-CKRB-B10","X002QPATUJ","B08Q6Q6NMN","Oil Rubbed Bronze Kitchen Cabinet Knobs - Round Beveled Drawer Handles - 10 Pack of Kitchen Cabinet Hardware","Home Improvement","Barcaloo","Amazon","50.78","50.78","17.09","10.9","4.19","47.27","centimeters","439.98","grams","Standard","CAD","18.57","7.62","0.00","--","--","--","10.95"
"OS-BCL-CKRB-B10","X002QPATUJ","B08Q6Q6NMN","Oil Rubbed Bronze Kitchen Cabinet Knobs - Round Beveled Drawer Handles - 10 Pack of Kitchen Cabinet Hardware","Home Improvement","Barcaloo","Amazon","17.99","17.99","6.73","4.29","1.65","18.61","inches","0.97","pounds","UsLargeStandardSize","USD","6.95","2.70","0.00","--","--","--","4.25"
"OS-BCL-CKRB-K30","X002QP5W51","B08Q6DNFSK","Pomos negros para gabinete de cocina, asas redondas biseladas para cajones, paquete de 30 piezas de accesorios para gabinete de cocina","Home Improvement","Barcaloo","Amazon","878.14","878.14","18.5","16.8","7.9","67.9","centimeters","1331.02","grams","Standard","MXN","275.85","113.55","--","--","--","--","162.30"
"OS-BCL-CKRB-K30","X002QP5W51","B08Q6DNFSK","Black Kitchen Cabinet Knobs - Round Beveled Drawer Handles - 30 Pack of Kitchen Cabinet Hardware","Home Improvement","Barcaloo","Amazon","59.89","59.89","18.5","16.8","7.9","67.9","centimeters","1331.02","grams","Standard","CAD","21.53","8.98","0.00","--","--","--","12.55"
"OS-BCL-CKRB-K30","X002QP5W51","B08Q6DNFSK","Black Kitchen Cabinet Knobs - Round Beveled Drawer Handles - 30 Pack of Kitchen Cabinet Hardware","Home Improvement","Barcaloo","Amazon","27.99","27.99","7.28","6.61","3.11","26.73","inches","2.93","pounds","UsLargeStandardSize","USD","9.88","4.20","0.00","--","--","--","5.68"
"OS-BCL-CKRB-K10","X002QP5W4H","B08Q76C68Q","Pomos negros para gabinete de cocina, asas redondas biseladas, 10 unidades de accesorios para armario de cocina","Home Improvement","Barcaloo","Amazon","560.61","560.61","16.99","10.8","4.19","46.96","centimeters","449.01","grams","Standard","MXN","220.99","72.49","--","--","--","--","148.50"
"OS-BCL-CKRB-K10","X002QP5W4H","B08Q76C68Q","Black Kitchen Cabinet Knobs - Round Beveled Drawer Handles - 10 Pack of Kitchen Cabinet Hardware","Home Improvement","Barcaloo","Amazon","38.29","38.29","16.99","10.8","4.19","46.96","centimeters","449.01","grams","Standard","CAD","16.69","5.74","0.00","--","--","--","10.95"
"OS-BCL-CKRB-K10","X002QP5W4H","B08Q76C68Q","Black Kitchen Cabinet Knobs - Round Beveled Drawer Handles - 10 Pack of Kitchen Cabinet Hardware","Home Improvement","Barcaloo","Amazon","17.99","17.99","6.69","4.25","1.65","18.49","inches","0.99","pounds","UsLargeStandardSize","USD","6.95","2.70","0.00","--","--","--","4.25"
"OS-BCL-CKSQ-S30","X002QP447N","B08Q6LZWM6","Pomos de níquel satinado para gabinete de cocina, tiradores cuadrados biselados para cajones, paquete de 30 piezas de accesorios de gabinete de cocina","Home Improvement","Barcaloo","Amazon","722.82","722.82","18.6","16.8","7.5","67.2","centimeters","1531.01","grams","Standard","MXN","255.77","93.47","--","--","--","--","162.30"
"OS-BCL-CKSQ-S30","X002QP447N","B08Q6LZWM6","Satin Nickel Kitchen Cabinet Knobs - Square Beveled Drawer Handles - 30 Pack of Kitchen Cabinet Hardware","Home Improvement","Barcaloo","Amazon","79.05","79.05","18.6","16.8","7.5","67.2","centimeters","1531.01","grams","Standard","CAD","24.41","11.86","0.00","--","--","--","12.55"
"OS-BCL-CKSQ-S30","X002QP447N","B08Q6LZWM6","Satin Nickel Kitchen Cabinet Knobs - Square Beveled Drawer Handles - 30 Pack of Kitchen Cabinet Hardware","Home Improvement","Barcaloo","Amazon","26.99","26.99","7.32","6.61","2.95","26.46","inches","3.38","pounds","UsLargeStandardSize","USD","10.03","4.05","0.00","--","--","--","5.98"
"OS-BCL-CKRB-S10","X002QP37HV","B08Q66Z7JD","Pomos de níquel satinado para gabinete de cocina, asas redondas biseladas para cajones, paquete de 10 piezas de accesorios de gabinete de cocina","Home Improvement","Barcaloo","Amazon","561.02","561.02","16.99","10.8","4.39","47.37","centimeters","457.99","grams","Standard","MXN","221.05","72.55","--","--","--","--","148.50"
"OS-BCL-CKRB-S10","X002QP37HV","B08Q66Z7JD","Satin Nickel Kitchen Cabinet Knobs - Round Beveled Drawer Handles - 10 Pack of Kitchen Cabinet Hardware","Home Improvement","Barcaloo","Amazon","38.21","38.21","16.99","10.8","4.39","47.37","centimeters","457.99","grams","Standard","CAD","16.68","5.73","0.00","--","--","--","10.95"
"OS-BCL-CKRB-S10","X002QP37HV","B08Q66Z7JD","Satin Nickel Kitchen Cabinet Knobs - Round Beveled Drawer Handles - 10 Pack of Kitchen Cabinet Hardware","Home Improvement","Barcaloo","Amazon","17.99","17.99","6.69","4.25","1.73","18.65","inches","1.01","pounds","UsLargeStandardSize","USD","6.95","2.70","0.00","--","--","--","4.25"
"OS-BCL-CKRD-S30","X002QP37HB","B08Q7FFG89","Tiradores redondos para cajones de cocina, níquel satinado, 30 unidades","Home Improvement","Barcaloo","Amazon","758.35","758.35","19.0","16.6","7.3","66.8","centimeters","1707.0","grams","Standard","MXN","267.26","98.06","--","--","--","--","169.20"
"OS-BCL-CKRD-S30","X002QP37HB","B08Q7FFG89","Satin Nickel Kitchen Cabinet Knobs - Round Drawer Handles - 30 Pack of Kitchen Cabinet Hardware","Home Improvement","Barcaloo","Amazon","80.94","80.94","19.0","16.6","7.3","66.8","centimeters","1707.0","grams","Standard","CAD","25.49","12.14","0.00","--","--","--","13.35"
"OS-BCL-CKRD-S30","X002QP37HB","B08Q7FFG89","Satin Nickel Kitchen Cabinet Knobs - Round Drawer Handles - 30 Pack of Kitchen Cabinet Hardware","Home Improvement","Barcaloo","Amazon","27.99","27.99","7.48","6.54","2.87","26.3","inches","3.76","pounds","UsLargeStandardSize","USD","10.18","4.20","0.00","--","--","--","5.98"
"OS-BCL-CKRB-B30","X002QP37GR","B08Q6L9Z8J","Pomos de bronce aceitado para gabinete de cocina – Asas redondas biseladas para cajones – Paquete de 30 piezas de accesorios de armario de cocina","Home Improvement","Barcaloo","Amazon","877.96","877.96","18.5","17.0","7.1","66.7","centimeters","1326.98","grams","Standard","MXN","275.83","113.53","--","--","--","--","162.30"
"OS-BCL-CKRB-B30","X002QP37GR","B08Q6L9Z8J","Oil Rubbed Bronze Kitchen Cabinet Knobs - Round Beveled Drawer Handles - 30 Pack of Kitchen Cabinet Hardware","Home Improvement","Barcaloo","Amazon","59.87","59.87","18.5","17.0","7.1","66.7","centimeters","1326.98","grams","Standard","CAD","21.53","8.98","0.00","--","--","--","12.55"
"OS-BCL-CKRB-B30","X002QP37GR","B08Q6L9Z8J","Oil Rubbed Bronze Kitchen Cabinet Knobs - Round Beveled Drawer Handles - 30 Pack of Kitchen Cabinet Hardware","Home Improvement","Barcaloo","Amazon","27.99","27.99","7.28","6.69","2.8","26.26","inches","2.93","pounds","UsLargeStandardSize","USD","9.88","4.20","0.00","--","--","--","5.68"
"OS-BCL-CKRB-S30","X002QP37GH","B08Q6MVDM1","Pomos de gabinete de cocina de níquel satinado – Asas redondas biseladas para cajones – Paquete de 30 piezas de accesorios de armario de cocina","Home Improvement","Barcaloo","Amazon","878.28","878.28","18.6","16.5","7.4","66.4","centimeters","1334.02","grams","Standard","MXN","275.87","113.57","--","--","--","--","162.30"
"OS-BCL-CKRB-S30","X002QP37GH","B08Q6MVDM1","Satin Nickel Kitchen Cabinet Knobs - Round Beveled Drawer Handles - 30 Pack of Kitchen Cabinet Hardware","Home Improvement","Barcaloo","Amazon","59.90","59.90","18.6","16.5","7.4","66.4","centimeters","1334.02","grams","Standard","CAD","21.54","8.99","0.00","--","--","--","12.55"
"OS-BCL-CKRB-S30","X002QP37GH","B08Q6MVDM1","Satin Nickel Kitchen Cabinet Knobs - Round Beveled Drawer Handles - 30 Pack of Kitchen Cabinet Hardware","Home Improvement","Barcaloo","Amazon","27.99","27.99","7.32","6.5","2.91","26.14","inches","2.94","pounds","UsLargeStandardSize","USD","9.88","4.20","0.00","--","--","--","5.68"
"OS-TH-LVT-60W","X002QGGKG5","B08PL5FYWP","60 Watt Low Voltage Transformer for Landscape Lights - Outdoor Lighting Transformer, 120V AC to 12V DC","Home Improvement","Iron Forge Cable","Amazon","36.99","36.99","7.52","6.57","2.6","25.87","inches","1.32","pounds","UsLargeStandardSize","USD","10.50","5.55","0.00","--","--","--","4.95"
"OS-TH-LV182B100","X002PYQIU1","B08NWCNGNY","Cable horizontal de bajo voltaje de 18/2, 100 pies, cable negro de bajo voltaje para iluminación de paisaje","Biss","Thonapa","Amazon","541.56","541.56","37.8","13.3","5.6","75.6","centimeters","1190.0","grams","Standard","MXN","211.42","56.02","--","--","--","--","155.40"
"OS-TH-LV182B100","X002PYQIU1","B08NWCNGNY","18/2 Low Voltage Landscape Wire, 100 Ft - Black Outdoor Low-Voltage Cable for Landscape Lighting","Biss","Thonapa","Amazon","23.99","23.99","14.88","5.24","2.2","29.76","inches","2.62","pounds","UsLargeStandardSize","USD","8.56","2.88","0.00","--","--","--","5.68"
"OS-TH-LV122B250","X002PYPUTL","B08NWDXQMB","12/2 Low Voltage Landscape Wire, 250 Ft - Black Outdoor Low-Voltage Cable for Landscape Lighting","Electronics","Thonapa","Amazon","105.99","105.99","9.96","9.96","5.0","39.88","inches","16.31","pounds","UsLargeStandardSize","USD","25.36","15.48","0.00","--","--","--","9.88"
"OS-TH-LV142B250","X002PYPK0F","B08NWDZ8FY","14/2 Low Voltage Landscape Wire, 250 Ft - Black Outdoor Low-Voltage Cable for Landscape Lighting","Electronics","Thonapa","Amazon","76.99","76.99","9.84","9.8","4.25","37.95","inches","11.92","pounds","UsLargeStandardSize","USD","19.93","11.55","0.00","--","--","--","8.38"
"OS-TH-LV162B250","X002PYHFIF","B08NWCKKY4","16/2 Low Voltage Landscape Wire, 250 Ft - Black Outdoor Low-Voltage Cable for Landscape Lighting","Electronics","Thonapa","Amazon","49.99","49.99","9.8","9.69","3.98","37.13","inches","9.83","pounds","UsLargeStandardSize","USD","15.28","7.50","0.00","--","--","--","7.78"
"OS-TH-LV122B100","X002PYAHKN","B08NWDZJKR","Cable horizontal de bajo voltaje de 12/2, 100 pies, cable negro de bajo voltaje para iluminación de paisaje","Biss","Thonapa","Amazon","994.20","994.20","33.4","14.7","6.5","75.8","centimeters","2769.0","grams","Standard","MXN","285.85","102.85","--","--","--","--","183.00"
"OS-TH-LV122B100","X002PYAHKN","B08NWDZJKR","12/2 Low Voltage Landscape Wire, 100 Ft - Black Outdoor Low-Voltage Cable for Landscape Lighting","Electronics","Thonapa","Amazon","44.99","44.99","13.15","5.79","2.56","29.84","inches","6.1","pounds","UsLargeStandardSize","USD","13.63","6.75","0.00","--","--","--","6.88"
"OS-TH-104DRY-BK04","X002PQA5MB","B08NKCT8H6","Cable de extensión para secadora de 3 clavijas, negro, cable de alimentación de 4 pies, 10/3 SRDT, 30 A, enchufe NEMA 10-30","Home Improvement","Thonapa","Amazon","423.82","423.82","30.1","14.7","7.8","75.1","centimeters","819.01","grams","Standard","MXN","210.20","54.80","--","--","--","--","155.40"
"OS-TH-104DRY-BK04","X002PQA5MB","B08NKCT8H6","4 Prong Dryer Extension Cord, Black - 4 Foot Power Cord, 10/4 SRDT, 30 Amp, NEMA 14-30 Plug","Home Improvement","Thonapa","Amazon","11.99","11.99","11.85","5.79","3.07","29.57","inches","1.81","pounds","UsLargeStandardSize","USD","6.75","1.80","0.00","--","--","--","4.95"
"OS-TH-104DRY-BK10","X002PQ50VH","B08NKDFHD8","4 Prong Dryer Extension Cord, Black - 10 Foot Power Cord, 10/4 SRDT, 30 Amp, NEMA 14-30 Plug","Home Improvement","Thonapa","Amazon","26.99","26.99","14.37","6.42","2.68","32.57","inches","3.64","pounds","UsLargeStandardSize","USD","10.03","4.05","0.00","--","--","--","5.98"
"OS-TH-103DRY-GY06","X002PQ503F","B08NKC7MFM","Cable de extensión para secadora de 3 clavijas, gris – Cable de alimentación de 6 pies, 10/3 SRDT, 30 A, enchufe NEMA 10-30","Home Improvement","Thonapa","Amazon","464.30","464.30","29.3","12.2","4.5","62.7","centimeters","720.99","grams","Standard","MXN","208.54","60.04","--","--","--","--","148.50"
"OS-TH-103DRY-GY06","X002PQ503F","B08NKC7MFM","3 Prong Dryer Extension Cord, Gray - 6 Foot Power Cord, 10/3 SRDT, 30 Amp, NEMA 10-30 Plug","Home Improvement","Thonapa","Amazon","16.99","16.99","11.54","4.8","1.77","24.69","inches","1.59","pounds","UsLargeStandardSize","USD","7.50","2.55","0.00","--","--","--","4.95"
"OS-TH-103DRY-GY10","X002PQ05ZX","B08NK9J83T","Cable de extensión para secadora de 3 clavijas, gris – Cable de alimentación de 10 pies, 10/3 SRDT, 30 A, enchufe NEMA 10-30","Home Improvement","Thonapa","Amazon","739.25","739.25","34.1","12.8","5.0","69.7","centimeters","1098.01","grams","Standard","MXN","250.99","95.59","--","--","--","--","155.40"
"OS-TH-103DRY-GY10","X002PQ05ZX","B08NK9J83T","3 Prong Dryer Extension Cord, Gray - 10 Foot Power Cord, 10/3 SRDT, 30 Amp, NEMA 10-30 Plug","Home Improvement","Thonapa","Amazon","29.99","29.99","13.43","5.04","1.97","27.44","inches","2.42","pounds","UsLargeStandardSize","USD","10.18","4.50","0.00","--","--","--","5.68"
"OS-TH-103DRY-GY04","X002PQ05ZD","B08NKD7KF1","Cable de extensión para secadora de 3 clavijas, gris – cable de alimentación de 4 pies, 10/3 SRDT, 30 A, enchufe NEMA 10-30","Home Improvement","Thonapa","Amazon","395.28","395.28","29.7","11.1","4.3","60.5","centimeters","535.01","grams","Standard","MXN","199.61","51.11","--","--","--","--","148.50"
"OS-TH-103DRY-GY04","X002PQ05ZD","B08NKD7KF1","3 Prong Dryer Extension Cord, Gray - 4 Foot Power Cord, 10/3 SRDT, 30 Amp, NEMA 10-30 Plug","Home Improvement","Thonapa","Amazon","11.99","11.99","11.69","4.37","1.69","23.82","inches","1.18","pounds","UsLargeStandardSize","USD","6.75","1.80","0.00","--","--","--","4.95"
"OS-TH-104DRY-BK06","X002PQ05Z3","B08NKBXQMC","Cable de extensión para secadora de 3 clavijas, negro, cable de alimentación de 6 pies, 10/3 SRDT, 30 A, enchufe NEMA 10-30","Home Improvement","Thonapa","Amazon","517.62","517.62","40.11","16.21","7.49","87.5","centimeters","1110.98","grams","Standard","MXN","222.33","66.93","--","--","--","--","155.40"
"OS-TH-104DRY-BK06","X002PQ05Z3","B08NKBXQMC","4 Prong Dryer Extension Cord, Black - 6 Foot Power Cord, 10/4 SRDT, 30 Amp, NEMA 14-30 Plug","Electronics","Thonapa","Amazon","18.95","18.95","15.79","6.38","2.95","34.45","inches","2.45","pounds","UsLargeStandardSize","USD","8.52","2.84","0.00","--","--","--","5.68"
"OS-TH-163B75","X002PPMS13","B08NK7MBLY","Thonapa Cable de extensión negro de 75 pies, cable eléctrico 16/3 con enchufe de 3 clavijas para seguridad","Home Improvement","Thonapa","Amazon","989.08","989.08","36.83","16.51","7.62","85.09","centimeters","2448.99","grams","Standard","MXN","304.00","127.90","--","--","--","--","176.10"
"OS-TH-163B75","X002PPMS13","B08NK7MBLY","Thonapa 75 Ft Black Extension Cord - 16/3 Electrical Cable with 3 Prong Grounded Plug for Safety","Home Improvement","Thonapa","Amazon","33.99","33.99","14.5","6.5","3.0","33.5","inches","5.4","pounds","UsLargeStandardSize","USD","11.68","5.10","0.00","--","--","--","6.58"
"OS-TH-162W10-2PK","X002PPMS0T","B08NK6HTKQ","10 Foot White Extension Cords with 3 Power Outlets, 2 Pack - 16/2 SPT-2 Durable Electrical Cable","Home Improvement","Thonapa","Amazon","8.99","8.99","10.08","2.95","1.97","19.92","inches","0.88","pounds","UsLargeStandardSize","USD","5.60","1.35","0.00","--","--","--","4.25"
"OS-TH-163CR30-BLBK","X002PPMRYL","B08NK8SQ1D","30 Foot Retractable Extension Cord Reel with Breaker Switch and 3 Electrical Power Outlets - 16/3 SJTW Durable Blue Cable for Garage","Home Improvement","Thonapa","Amazon","40.99","40.99","11.06","10.87","4.72","42.24","inches","7.56","pounds","UsLargeStandardSize","USD","13.33","6.15","0.00","--","--","--","7.18"
"OS-TH-AW123BL100","X002PPLVH5","B08NKB5WBR","Cable de extensión para todo tipo de clima, 100 pies, cable de 12/3 SJEOW resistente iluminado para exteriores – construido para temperaturas extremas de frío y calor de -50 °C a +105 °C","Home Improvement","Thonapa","Amazon","1960.30","1960.30","32.9","32.3","7.7","112.9","centimeters","5633.98","grams","Standard","MXN","477.89","253.49","--","--","--","--","224.40"
"OS-TH-AW123BL100","X002PPLVH5","B08NKB5WBR","100 Ft All Weather Extension Cord - 12/3 SJEOW Heavy Duty Lighted Outdoor Cable - Built for Extreme Cold & Hot Temperatures from -58°F to +221°F -","Home Improvement","Thonapa","Amazon","74.99","74.99","12.95","12.72","3.03","44.45","inches","12.42","pounds","UsLargeStandardSize","USD","19.93","11.25","0.00","--","--","--","8.68"
"OS-TH-123NG02P","X002PPLVGL","B08NK811V6","Cable de extensión para exteriores de 2 pies con 3 tomas de corriente eléctrica. Cable de extensión 12/3 SJTW de color verde neón resistente con enchufe de 3 clavijas para mayor seguridad","Electronics","Thonapa","Amazon","340.62","340.62","31.7","11.9","3.4","62.3","centimeters","283.0","grams","Standard","MXN","160.64","44.05","--","--","--","--","116.59"
"OS-TH-123NG02P","X002PPLVGL","B08NK811V6","2 Foot Outdoor Extension Cord with 3 Electrical Power Outlets - 12/3 SJTW Heavy Duty Neon Green Extension Cable with 3 Prong Grounded Plug for Safety","Electronics","Thonapa","Amazon","9.99","9.99","12.48","4.69","1.34","24.53","inches","0.62","pounds","UsLargeStandardSize","USD","5.14","1.50","0.00","--","--","--","3.64"
"OS-TH-103NG25P","X002PPLVED","B08NK6KHXK","Cable de extensión para exteriores de 25 pies con 3 tomas de corriente eléctrica. Cable de calibre 10/3 SJTW verde neón con enchufe de 3 clavijas para mayor seguridad","Electronics","Thonapa","Amazon","964.72","964.72","28.73","28.42","7.21","100.0","centimeters","2681.0","grams","Standard","MXN","307.75","124.75","--","--","--","--","183.00"
"OS-TH-103NG25P","X002PPLVED","B08NK6KHXK","25 Foot Outdoor Extension Cord with 3 Electrical Power Outlets - 10/3 SJTW Neon Green 10 Gauge Cable with 3 Prong Grounded Plug for Safety","Home Improvement","Thonapa","Amazon","43.35","43.35","11.31","11.19","2.84","39.37","inches","5.91","pounds","UsLargeStandardSize","USD","13.08","6.50","0.00","--","--","--","6.58"
"OS-TH-162W06-2PK","X002PPLQ7F","B08NK7BPC2","6 Foot White Extension Cords with 3 Power Outlets, 2 Pack - 16/2 SPT-2 Durable Electrical Cable","Home Improvement","Thonapa","Amazon","8.99","8.99","9.21","2.56","1.93","18.19","inches","0.57","pounds","UsLargeStandardSize","USD","4.99","1.35","0.00","--","--","--","3.64"
"OS-TH-163CR30-REBK","X002PPLQ6V","B08NK76HX4","30 Foot Retractable Extension Cord Reel with Breaker Switch and 3 Electrical Power Outlets - 16/3 SJTW Durable Red Cable for Garage","Home Improvement","Thonapa","Amazon","38.99","38.99","11.14","10.87","4.45","41.77","inches","7.63","pounds","UsLargeStandardSize","USD","13.03","5.85","0.00","--","--","--","7.18"
"OS-TH-163CR30-YEBK","X002PPLQ6B","B08NK7MKQX","30 Foot Retractable Extension Cord Reel with Breaker Switch and 3 Electrical Power Outlets - 16/3 SJTW Durable Yellow Cable for Garage","Home Improvement","Thonapa","Amazon","38.99","38.99","11.18","10.71","4.57","41.73","inches","7.57","pounds","UsLargeStandardSize","USD","13.03","5.85","0.00","--","--","--","7.18"
"OS-TH-162W15-2PK","X002PPLQ61","B08NK6LDVZ","15 Foot White Extension Cords with 3 Power Outlets, 2 Pack - 16/2 SPT-2 Durable Electrical Cable","Home Improvement","Thonapa","Amazon","11.99","11.99","9.96","2.8","2.24","20.04","inches","1.24","pounds","UsLargeStandardSize","USD","6.75","1.80","0.00","--","--","--","4.95"
"OS-TH-162WMulti-3PK","X002PPLQ57","B08NK71ZH6","White Extension Cords 3 Pack, 6 Foot, 10 Foot and 15 Foot - 16/2 SPT-2 Durable Electrical Cable with 3 Power Outlets","Home Improvement","Thonapa","Amazon","12.99","12.99","9.96","3.62","2.28","21.76","inches","1.34","pounds","UsLargeStandardSize","USD","6.90","1.95","0.00","--","--","--","4.95"
"OS-TH-123NG50P","X002PPISQR","B08NK6V5S7","Cable de extensión para exteriores de 50 pies con 3 tomas de corriente eléctrica. Cable de extensión 12/3 SJTW de color verde neón resistente con enchufe de 3 clavijas para mayor seguridad","Electronics","Thonapa","Amazon","1074.31","1074.31","40.79","18.8","10.9","100.18","centimeters","3011.99","grams","Standard","MXN","321.92","138.92","--","--","--","--","183.00"
"OS-TH-123NG50P","X002PPISQR","B08NK6V5S7","50 Foot Outdoor Extension Cord with 3 Electrical Power Outlets - 12/3 SJTW Heavy Duty Neon Green Extension Cable with 3 Prong Grounded Plug for Safety","Electronics","Thonapa","Amazon","40.99","40.99","16.06","7.4","4.29","39.44","inches","6.64","pounds","UsLargeStandardSize","USD","13.03","6.15","0.00","--","--","--","6.88"
"OS-TH-163CR30-GRBK","X002PPISPN","B08NK75YTF","30 Foot Retractable Extension Cord Reel with Breaker Switch and 3 Electrical Power Outlets - 16/3 SJTW Durable Green Cable for Garage","Home Improvement","Thonapa","Amazon","38.99","38.99","12.01","11.22","4.45","43.35","inches","7.71","pounds","UsLargeStandardSize","USD","13.03","5.85","0.00","--","--","--","7.18"
"OS-BCL-PG-SHANDLE17-GN","X002P9UB4F","B08MQRXYZG","Asas de seguridad para patio de recreo de 17 pulgadas, barras de agarre verde para gimnasio de la selva","Toys","Barcaloo","Amazon","359.34","359.34","45.72","15.24","2.54","81.28","centimeters","907.0","grams","Oversize","MXN","201.87","46.47","--","--","--","--","155.40"
"OS-BCL-PG-SHANDLE17-GN","X002P9UB4F","B08MQRXYZG","17 Inch Playground Safety Handles – Green Grab Handle Bars for Jungle Gym","Toys","Barcaloo","Amazon","27.05","27.05","45.72","15.24","2.54","81.28","centimeters","907.0","grams","Oversize","CAD","15.81","4.06","0.00","--","--","--","11.75"
