"sku","fnsku","asin","product-name","product-group","brand","fulfilled-by","your-price","sales-price","longest-side","median-side","shortest-side","length-and-girth","unit-of-dimension","item-package-weight","unit-of-weight","product-size-tier","currency","estimated-fee-total","estimated-referral-fee-per-unit","estimated-variable-closing-fee","estimated-order-handling-fee-per-order","estimated-pick-pack-fee-per-unit","estimated-weight-handling-fee-per-unit","expected-fulfillment-fee-per-unit"
"PL-CT-MS18S-64PK","X002ILESPD","B087YBTB4C","Metal Stamping Kit, 64 Piece Punch Set - Number & Letter Stamps for Metal, Jewelry, Wood, Leather & More","Home","Crutello","Amazon","22.99","22.99","5.28","3.23","2.83","17.4","inches","2.76","pounds","UsLargeStandardSize","USD","9.13","3.45","0.00","--","--","--","5.68"
"PL-CT-MS18S-37PK","X002ILESP3","B087YD32B8","Metal Stamping Kit, 37 Piece Punch Set - Number & Letter Stamps for Metal, Jewelry, Wood, Leather & More","Kitchen","Crutello","Amazon","35.66","35.66","11.81","8.61","5.59","40.21","centimeters","738.99","grams","Standard","CAD","16.30","5.35","0.00","--","--","--","10.95"
"PL-CT-MS18S-37PK","X002ILESP3","B087YD32B8","Metal Stamping Kit, 37 Piece Punch Set - Number & Letter Stamps for Metal, Jewelry, Wood, Leather & More","Home","Crutello","Amazon","19.64","19.64","4.65","3.39","2.2","15.83","inches","1.63","pounds","UsLargeStandardSize","USD","7.90","2.95","0.00","--","--","--","4.95"
"PL-PP-CHC-HGNB-A","X002ILD3OP","B087YJ29L9","Corn Filled Cornhole Bags - Set of 8 Improved Bean Bags for Corn Hole Game - Regulation Size & Weight - Hunter Green & Navy Blue","Sports","Play Platoon","Amazon","53.38","50.77","30.7","28.3","9.3","105.9","centimeters","3644.98","grams","Standard","CAD","24.17","7.62","0.00","--","--","--","16.55"
"PL-PP-CHC-HGNB-A","X002ILD3OP","B087YJ29L9","Corn Filled Cornhole Bags - Set of 8 Improved Bean Bags for Corn Hole Game - Regulation Size & Weight - Hunter Green & Navy Blue","Sports","Play Platoon","Amazon","21.99","19.99","12.09","11.14","3.66","41.69","inches","8.04","pounds","UsLargeStandardSize","USD","10.48","3.00","0.00","--","--","--","7.48"
"PL-CT-MSHB","X002IL7RVF","B087XZYJXC","Metal Stamping Hammer and Steel Bench Block for Personalizing Jewelry, Wood, Leather & More","Home","Crutello","Amazon","49.08","49.08","19.48","13.08","5.69","57.02","centimeters","1442.02","grams","Standard","CAD","19.91","7.36","0.00","--","--","--","12.55"
"PL-CT-MSHB","X002IL7RVF","B087XZYJXC","Metal Stamping Hammer and Steel Bench Block for Personalizing Jewelry, Wood, Leather & More","Home","Crutello","Amazon","32.99","32.99","7.67","5.15","2.24","22.45","inches","3.18","pounds","UsLargeStandardSize","USD","10.93","4.95","0.00","--","--","--","5.98"
"PL-CT-MSHBSB","X002IL7RV5","B087XWGFG2","Metal Stamping Kit with Hammer and Steel Bench Block, 36 Piece Punch Set - Letter Stamps for Metal, Jewelry, Wood, Leather & More","Home","Crutello","Amazon","66.15","66.15","19.4","13.1","5.4","56.4","centimeters","1444.01","grams","Standard","CAD","22.47","9.92","0.00","--","--","--","12.55"
"PL-CT-MSHBSB","X002IL7RV5","B087XWGFG2","Metal Stamping Kit with Hammer and Steel Bench Block, 36 Piece Punch Set - Letter Stamps for Metal, Jewelry, Wood, Leather & More","Home","Crutello","Amazon","43.71","43.71","7.64","5.16","2.13","22.2","inches","3.18","pounds","UsLargeStandardSize","USD","12.54","6.56","0.00","--","--","--","5.98"
"PL-IL-KNB-PRV-SN-1PK","X002IFFLT1","B087L4WXSJ","Ilyapa Privacy Door Knob for Bed/Bath - Colonial, Satin Nickel Interior Keyless Turn Thumb Locking Round Door Handle, Satin Nickel","Home Improvement","Ilyapa","Amazon","12.99","12.99","7.36","3.82","3.11","21.22","inches","1.06","pounds","UsLargeStandardSize","USD","6.90","1.95","0.00","--","--","--","4.95"
"PL-IL-LVR-PAS-ORB-1PK","X002IFD931","B087KYZF1B","Interior Passage Lever - Keyless Hall and Closet Lockset, Reversible - Oil Rubbed Bronze Finish","Home Improvement","Ilyapa","Amazon","38.27","38.27","17.4","16.2","7.9","65.6","centimeters","644.01","grams","Standard","CAD","16.69","5.74","0.00","--","--","--","10.95"
"PL-IL-LVR-PAS-ORB-1PK","X002IFD931","B087KYZF1B","Ilyapa Passage Door Lever for Hall/Closet - Wave, Oil Rubbed Bronze Reversible Interior Keyless Non Locking Door Leverset, Oil Rubbed Bronze","Home Improvement","Ilyapa","Amazon","16.72","16.72","6.85","6.38","3.11","25.83","inches","1.42","pounds","UsLargeStandardSize","USD","7.46","2.51","0.00","--","--","--","4.95"
"PL-IL-KNB-PAS-ORB-1PK","X002IFD92R","B087L36BWD","Ilyapa Passage Door Knob for Hall/Closet - Colonial, Oil Rubbed Bronze Interior Keyless Non Locking Round Door Handle, Oil Rubbed Bronze","Home Improvement","Ilyapa","Amazon","16.99","16.99","7.36","3.78","3.03","20.98","inches","1.01","pounds","UsLargeStandardSize","USD","6.80","2.55","0.00","--","--","--","4.25"
"PL-IL-LVR-PAS-BK-1PK","X002IFD92H","B087KTBCSK","Interior Passage Lever - Keyless Hall and Closet Lockset, Reversible - Matte Black Finish","Home Improvement","Ilyapa","Amazon","40.49","40.49","17.7","16.2","7.6","65.3","centimeters","637.98","grams","Standard","CAD","17.02","6.07","0.00","--","--","--","10.95"
"PL-IL-LVR-PAS-BK-1PK","X002IFD92H","B087KTBCSK","Ilyapa Passage Door Lever for Hall/Closet - Wave, Matte Black Reversible Interior Keyless Non Locking Door Leverset, Matte Black","Home Improvement","Ilyapa","Amazon","14.99","14.99","6.97","6.38","2.99","25.71","inches","1.41","pounds","UsLargeStandardSize","USD","7.20","2.25","0.00","--","--","--","4.95"
"PL-IL-KNB-DUM-BK-1PK","X002IFD91N","B087KVB84K","Decorative Non-Turning Dummy Door Knob Handles, Ball Style - Improved Matte Black Finish - (1 Pack)","Home Improvement","Ilyapa","Amazon","21.77","21.77","9.9","8.2","7.9","42.1","centimeters","133.99","grams","Standard","CAD","11.65","3.27","0.00","--","--","--","8.38"
"PL-IL-KNB-DUM-BK-1PK","X002IFD91N","B087KVB84K","Ilyapa Half Dummy Door Knob for Hall/Closet or French Doors - Colonial, Matte Black Interior Keyless Non Turning Round Door Handle, Matte Black","Home Improvement","Ilyapa","Amazon","8.99","8.99","3.9","3.23","3.11","16.57","inches","0.3","pounds","UsLargeStandardSize","USD","4.82","1.35","0.00","--","--","--","3.47"
"PL-IL-KNB-PRV-BK-1PK","X002IF2351","B087L4WTKT","Interior Privacy Door Knob - Keyless Locking Door Handles for Bedroom or Bathroom - Matte Black Finish","Home Improvement","Ilyapa","Amazon","25.46","25.46","18.49","9.8","7.7","53.49","centimeters","109.0","grams","Standard","CAD","12.20","3.82","0.00","--","--","--","8.38"
"PL-IL-KNB-PRV-BK-1PK","X002IF2351","B087L4WTKT","Ilyapa Privacy Door Knob for Bed/Bath - Colonial, Matte Black Interior Keyless Turn Thumb Locking Round Door Handle, Matte Black","Home Improvement","Ilyapa","Amazon","11.99","11.99","7.28","3.86","3.03","21.06","inches","0.24","pounds","UsLargeStandardSize","USD","5.27","1.80","0.00","--","--","--","3.47"
"PL-IL-KNB-PRV-ORB-1PK","X002IF234H","B087KTCPZD","Ilyapa Privacy Door Knob for Bed/Bath - Colonial, Oil Rubbed Bronze Interior Keyless Turn Thumb Locking Round Door Handle, Oil Rubbed Bronze","Home Improvement","Ilyapa","Amazon","12.99","12.99","7.48","3.82","3.03","21.18","inches","1.09","pounds","UsLargeStandardSize","USD","6.90","1.95","0.00","--","--","--","4.95"
"PL-IL-KNB-DUM-ORB-1PK","X002IF233X","B087KXXDJT","Ilyapa Half Dummy Door Knob for Hall/Closet or French Doors - Colonial, Oil Rubbed Bronze Interior Keyless Non Turning Round Door Handle, Oil Rubbed Bronze","Home Improvement","Ilyapa","Amazon","39.33","39.33","10.1","7.3","6.6","37.9","centimeters","134.99","grams","Standard","CAD","14.28","5.90","0.00","--","--","--","8.38"
"PL-IL-KNB-DUM-ORB-1PK","X002IF233X","B087KXXDJT","Ilyapa Half Dummy Door Knob for Hall/Closet or French Doors - Colonial, Oil Rubbed Bronze Interior Keyless Non Turning Round Door Handle, Oil Rubbed Bronze","Home Improvement","Ilyapa","Amazon","11.99","11.99","3.98","2.87","2.6","14.92","inches","0.3","pounds","UsLargeStandardSize","USD","5.27","1.80","0.00","--","--","--","3.47"
"PL-IL-KNB-DUM-SN-1PK","X002IF233N","B087KW56TB","Ilyapa Half Dummy Door Knob for Hall/Closet or French Doors - Colonial, Satin Nickel Interior Keyless Non Turning Round Door Handle, Satin Nickel","Home Improvement","Ilyapa","Amazon","6.99","6.99","7.28","3.54","3.39","21.14","inches","0.31","pounds","UsLargeStandardSize","USD","4.52","1.05","0.00","--","--","--","3.47"
"PL-IL-KNB-PAS-SN-1PK","X002IF233D","B087KVB9MR","Interior Passage Door Knob - Keyless Hall and Closet Lockset - Satin Nickel Finish","Home Improvement","Ilyapa","Amazon","20.99","20.99","18.4","10.0","7.8","54.0","centimeters","460.99","grams","Standard","CAD","14.10","3.15","0.00","--","--","--","10.95"
"PL-IL-KNB-PAS-SN-1PK","X002IF233D","B087KVB9MR","Ilyapa Passage Door Knob for Hall/Closet - Colonial, Satin Nickel Interior Keyless Non Locking Round Door Handle, Satin Nickel","Home Improvement","Ilyapa","Amazon","12.99","12.99","7.24","3.94","3.07","21.26","inches","1.02","pounds","UsLargeStandardSize","USD","6.90","1.95","0.00","--","--","--","4.95"
"PL-IFT-WCS-CS-10PC-A","X002I89ESH","B0874WBSJX","Woodworking Chisel Set, 10 Piece - Wood Hand Tools with Storage Case for Carving and Carpentry - 6 Chisels, 2 Carpenter Pencils, 1 Honing Guide & 1 Sharpening Stone","Tools","Iron Forge Tools","Amazon","83.48","83.48","31.2","28.0","8.9","105.0","centimeters","2237.98","grams","Standard","CAD","26.67","12.52","0.00","--","--","--","14.15"
"PL-IFT-WCS-CS-10PC-A","X002I89ESH","B0874WBSJX","Woodworking Chisel Set, 10 Piece - Wood Hand Tools with Storage Case for Carving and Carpentry - 6 Chisels, 2 Carpenter Pencils, 1 Honing Guide & 1 Sharpening Stone","Tools","Iron Forge Tools","Amazon","25.99","25.99","12.28","11.02","3.5","41.34","inches","4.93","pounds","UsLargeStandardSize","USD","10.18","3.90","0.00","--","--","--","6.28"
"PL-IL-CHFHI-SN-2PK","X002I4OTGN","B086VLSL4C","Ilyapa Soft Close Cabinet Hinges Satin Nickel, 2 Pack - Frameless Inset Kitchen Cabinet Door Hinges Hardware","Home Improvement","Ilyapa","Amazon","9.99","9.99","5.51","4.02","1.65","16.85","inches","0.39","pounds","UsLargeStandardSize","USD","5.14","1.50","0.00","--","--","--","3.64"
"PL-IL-CH165-SN-2PK","X002I4OTFT","B086VLS3CK","Ilyapa Corner Cabinet Hinges Satin Nickel, 2 Pack - Self Closing 165 Degree Lazy Susan Kitchen Cabinet Door Hinge Hardware","Home Improvement","Ilyapa","Amazon","10.99","10.99","6.85","4.37","2.68","20.95","inches","0.95","pounds","UsLargeStandardSize","USD","5.90","1.65","0.00","--","--","--","4.25"
"PL-IL-CHSW-BK-50PK","X002I4HWD5","B086VC6QLZ","Self Closing Cabinet Hinges Black, 50 Pack - 1/2 Inch Overlay 3/4 Inch Frame Semi Wrap Kitchen Cabinet Door Hinge Hardware","Home Improvement","Ilyapa","Amazon","77.67","77.67","28.7","14.91","7.59","73.71","centimeters","2740.02","grams","Standard","CAD","26.60","11.65","0.00","--","--","--","14.95"
"PL-IL-CHSW-BK-50PK","X002I4HWD5","B086VC6QLZ","Ilyapa Self Closing Cabinet Hinges Black, 50 Pack - 1/2 Inch Overlay 3/4 Inch Frame Semi Wrap Kitchen Cabinet Door Hinge Hardware","Home Improvement","Ilyapa","Amazon","43.99","43.99","11.3","5.87","2.99","29.02","inches","6.04","pounds","UsLargeStandardSize","USD","13.48","6.60","0.00","--","--","--","6.88"
"PL-IL-CHVOF-SN-50PK","X002I4HWBH","B086VM419C","Self Closing Cabinet Hinges Satin Nickel, 50 Pack - Variable Overlay Flush Kitchen Cabinet Door Hinge Hardware","Home Improvement","Ilyapa","Amazon","52.88","52.88","21.21","14.71","10.49","71.6","centimeters","2208.99","grams","Standard","CAD","22.08","7.93","0.00","--","--","--","14.15"
"PL-IL-CHVOF-SN-50PK","X002I4HWBH","B086VM419C","Ilyapa Self Closing Cabinet Hinges Satin Nickel, 50 Pack - Variable Overlay Flush Kitchen Cabinet Door Hinge Hardware","Home Improvement","Ilyapa","Amazon","25.99","25.99","8.35","5.79","4.13","28.19","inches","4.87","pounds","UsLargeStandardSize","USD","10.18","3.90","0.00","--","--","--","6.28"
"PL-IL-CHVO.375-SN-50PK","X002I4HWB7","B086VMN7CX","Ilyapa Self Closing Cabinet Hinges Satin Nickel, 50 Pack - 3/8 Inch Inset Variable Overlay Kitchen Cabinet Door Hinge Hardware","Home Improvement","Ilyapa","Amazon","56.49","56.49","26.5","15.8","9.8","77.7","centimeters","2503.01","grams","Standard","CAD","22.62","8.47","0.00","--","--","--","14.15"
"PL-IL-CHVO.375-SN-50PK","X002I4HWB7","B086VMN7CX","Ilyapa Self Closing Cabinet Hinges Satin Nickel, 50 Pack - 3/8 Inch Inset Variable Overlay Kitchen Cabinet Door Hinge Hardware","Home Improvement","Ilyapa","Amazon","28.99","28.99","10.43","6.22","3.86","30.59","inches","5.52","pounds","UsLargeStandardSize","USD","10.93","4.35","0.00","--","--","--","6.58"
"PL-IL-CH135-SN-2PK","X002I49E9F","B086VL9R86","Ilyapa Corner Cabinet Hinges Satin Nickel, 2 Pack - Self Closing 135 Degree Lazy Susan Kitchen Cabinet Door Hinge Hardware","Home Improvement","Ilyapa","Amazon","9.99","9.99","6.18","4.84","1.93","19.72","inches","0.49","pounds","UsLargeStandardSize","USD","5.14","1.50","0.00","--","--","--","3.64"
"PL-IL-CHVOF.375-ORB-50PK","X002I49E8V","B086VLZWJR","Ilyapa Self Closing Cabinet Hinges Oil Rubbed Bronze, 50 Pack - 3/8 Inch Inset Variable Overlay Kitchen Cabinet Door Hinge Hardware","Home Improvement","Ilyapa","Amazon","38.99","38.99","11.18","5.75","3.15","28.98","inches","5.45","pounds","UsLargeStandardSize","USD","12.43","5.85","0.00","--","--","--","6.58"
"PL-IL-CHSMHS-SN-2PK","X002I49E8B","B086VLDNG9","Ilyapa Self Closing Cabinet Hinges Satin Nickel, 2 Pack - Surface Mount Hidden Spring Kitchen Cabinet Door Hinge Hardware","Home Improvement","Ilyapa","Amazon","5.99","5.99","5.12","3.27","1.1","13.86","inches","0.34","pounds","UsLargeStandardSize","USD","4.37","0.90","0.00","--","--","--","3.47"
"PL-IL-CHFHFO-SN-2PK","X002I49E81","B086VM19WD","Ilyapa Soft Close Cabinet Hinges Satin Nickel, 2 Pack - Frameless Full Overlay Kitchen Cabinet Door Hinges Hardware","Home Improvement","Ilyapa","Amazon","7.99","7.99","6.1","4.13","1.14","16.65","inches","0.39","pounds","UsLargeStandardSize","USD","4.84","1.20","0.00","--","--","--","3.64"
"PL-IL-CHFF.5-SN-50PK","X002I49E7R","B086VMT62P","Ilyapa Soft Close Cabinet Hinge 50 Pack, Satin Nickel - 1/2 Inch Face Frame Concealed Kitchen Cabinet Door Hinges Hardware","Home Improvement","Ilyapa","Amazon","76.01","76.01","18.2","15.0","13.4","75.0","centimeters","2143.0","grams","Standard","CAD","24.75","11.40","0.00","--","--","--","13.35"
"PL-IL-CHFF.5-SN-50PK","X002I49E7R","B086VMT62P","Ilyapa Soft Close Cabinet Hinge 50 Pack, Satin Nickel - 1/2 Inch Face Frame Concealed Kitchen Cabinet Door Hinges Hardware","Home Improvement","Ilyapa","Amazon","44.99","44.99","7.17","5.91","5.28","29.53","inches","4.72","pounds","UsLargeStandardSize","USD","13.03","6.75","0.00","--","--","--","6.28"
"PL-IL-MO14SHELF-WHT","X002I2NWLN","B086Q71HN3","Ilyapa Key and Mail Holder for Wall - Mail Organizer Wall Mount with Shelf - Rustic White Wooden Decorative Wall Key Holder with 5 Metal Hooks","Home Improvement","Ilyapa","Amazon","49.60","49.60","37.39","33.71","17.6","140.0","centimeters","2058.99","grams","Standard","CAD","24.79","7.44","0.00","--","--","--","17.35"
"PL-IL-MO14SHELF-WHT","X002I2NWLN","B086Q71HN3","Ilyapa Key and Mail Holder for Wall - Mail Organizer Wall Mount with Shelf - Rustic White Wooden Decorative Wall Key Holder with 5 Metal Hooks","Office Products","Ilyapa","Amazon","31.99","31.99","14.72","13.27","6.93","55.12","inches","4.54","pounds","UsLargeStandardSize","USD","12.58","4.80","0.00","--","--","--","7.78"
"PL-IL-MO14SLAT-WHT","X002I2NHOF","B086Q911VH","Ilyapa Key and Mail Holder for Wall - Mail Organizer Wall Mount - Rustic White Wooden Wall Key Holder with Mail Storage","Office Products","Ilyapa","Amazon","24.12","24.12","14.6","9.2","6.7","46.4","inches","3.2","pounds","UsLargeStandardSize","USD","10.50","3.62","0.00","--","--","--","6.88"
"PL-IL-MO14SHELF-GRY","X002I2NHNV","B086Q6RZ96","Ilyapa Key and Mail Holder for Wall - Mail Organizer Wall Mount with Shelf - Rustic Gray Wooden Decorative Wall Key Holder with 5 Metal Hooks","Home Improvement","Ilyapa","Amazon","57.11","57.11","37.8","34.5","18.2","143.2","centimeters","2298.99","grams","Standard","CAD","26.72","8.57","0.00","--","--","--","18.15"
"PL-IL-MO14SHELF-GRY","X002I2NHNV","B086Q6RZ96","Ilyapa Key and Mail Holder for Wall - Mail Organizer Wall Mount with Shelf - Rustic Gray Wooden Decorative Wall Key Holder with 5 Metal Hooks","Office Products","Ilyapa","Amazon","29.99","29.99","14.88","13.58","7.17","56.38","inches","5.07","pounds","UsLargeStandardSize","USD","12.58","4.50","0.00","--","--","--","8.08"
"PL-IL-MO14SHELF-BNW","X002I2MF5R","B086Q81SF5","Ilyapa Key and Mail Holder for Wall - Mail Organizer Wall Mount with Shelf - Rustic Barnwood Decorative Wall Key Holder with 5 Metal Hooks","Home Improvement","Ilyapa","Amazon","55.28","55.28","36.83","33.53","17.02","137.92","centimeters","2291.0","grams","Standard","CAD","25.64","8.29","0.00","--","--","--","17.35"
"PL-IL-MO14SHELF-BNW","X002I2MF5R","B086Q81SF5","Ilyapa Key and Mail Holder for Wall - Mail Organizer Wall Mount with Shelf - Rustic Barnwood Decorative Wall Key Holder with 5 Metal Hooks","Office Products","Ilyapa","Amazon","29.99","29.99","14.5","13.2","6.7","54.3","inches","5.05","pounds","UsLargeStandardSize","USD","12.28","4.50","0.00","--","--","--","7.78"
"PL-IL-ARH-CL-6PK","X002I2M8D1","B086Q66WW5","Ilyapa Acrylic Vinyl Record Shelf Wall Mount, 6 Pack - Clear Record Album Holder Display Your LP","Furniture","Ilyapa","Amazon","41.08","41.08","29.31","13.31","9.6","75.13","centimeters","531.02","grams","Standard","CAD","17.11","6.16","0.00","--","--","--","10.95"
"PL-IL-ARH-CL-6PK","X002I2M8D1","B086Q66WW5","Ilyapa Acrylic Vinyl Record Shelf Wall Mount, 6 Pack - Clear Record Album Holder Display Your LP","Furniture","Ilyapa","Amazon","19.99","19.99","11.54","5.24","3.78","29.58","inches","1.17","pounds","UsLargeStandardSize","USD","7.95","3.00","0.00","--","--","--","4.95"
"PL-IL-WRH-BLK-6PK","X002I2M8CH","B086Q5RS5T","Ilyapa Wood Vinyl Record Shelf Wall Mount, 6 Pack - Black Record Album Holder Display Your LP","Furniture","Ilyapa","Amazon","40.70","40.70","33.7","10.1","8.2","70.3","centimeters","1044.99","grams","Standard","CAD","17.86","6.11","0.00","--","--","--","11.75"
"PL-IL-WRH-BLK-6PK","X002I2M8CH","B086Q5RS5T","Ilyapa Wood Vinyl Record Shelf Wall Mount, 6 Pack - Black Record Album Holder Display Your LP","Furniture","Ilyapa","Amazon","19.99","19.99","13.27","3.98","3.23","27.68","inches","2.3","pounds","UsLargeStandardSize","USD","8.68","3.00","0.00","--","--","--","5.68"
"PL-IL-WRH-WHT-6PK","X002I2M55H","B086Q74Q28","Vinyl Records Holder Shelf, 6 Pack - Weathered White Wood Wall Mount Record Display","Furniture","Ilyapa","Amazon","38.58","38.58","33.6","10.2","8.3","70.6","centimeters","1145.0","grams","Standard","CAD","17.54","5.79","0.00","--","--","--","11.75"
"PL-IL-WRH-WHT-6PK","X002I2M55H","B086Q74Q28","Ilyapa Wood Vinyl Record Shelf Wall Mount, 6 Pack - Weathered White Record Album Holder Display Your LP","Furniture","Ilyapa","Amazon","19.99","19.99","13.23","4.02","3.27","27.8","inches","2.52","pounds","UsLargeStandardSize","USD","8.68","3.00","0.00","--","--","--","5.68"
"PL-IFC-123Y15","X002HXLT9P","B0868WXSNG","15 Foot Lighted Outdoor Extension Cord - 12/3 SJTW Heavy Duty Yellow Extension Cable with 3 Prong Grounded Plug for Safety - Great for Garden and Major Appliances","Home Improvement","Iron Forge Cable","Amazon","22.31","22.31","12.28","4.8","1.73","25.34","inches","2.16","pounds","UsLargeStandardSize","USD","9.03","3.35","0.00","--","--","--","5.68"
"PL-IFC-123Y10P","X002HXGSKF","B0868XB3LY","10 Foot Lighted Outdoor Extension Cord with 3 Electrical Power Outlets - 12/3 SJTW Heavy Duty Yellow Extension Cable with 3 Prong Grounded Plug for Safety","Home Improvement","Iron Forge Cable","Amazon","20.50","20.50","11.3","4.0","1.1","21.5","inches","1.7","pounds","UsLargeStandardSize","USD","8.03","3.08","0.00","--","--","--","4.95"
"PL-IFC-163WSPLT25","X002HXFJHN","B0861TQR44","1 to 3 Extension Cord Splitter - 13 Foot White Power Cord Splitter - 16/3 SJTW Outdoor Outlet & Plug Splitter Cable","Home Improvement","Iron Forge Cable","Amazon","17.95","17.95","12.76","12.09","3.86","44.65","inches","2.47","pounds","UsLargeStandardSize","USD","8.97","2.69","0.00","--","--","--","6.28"
"PL-IFC-163GSPLT52","X002HX9ESN","B0861FDPF5","1 to 3 Extension Cord Splitter - 40 Foot Green Power Cord Splitter - 16/3 SJTW Outdoor Outlet & Plug Splitter Cable - Great for Powering Outdoor Christmas Decorations","Home Improvement","Iron Forge Cable","Amazon","19.95","19.95","11.14","10.51","3.5","39.16","inches","4.32","pounds","UsLargeStandardSize","USD","9.27","2.99","0.00","--","--","--","6.28"
"PL-IFC-163BSPLT52","X002HX9EQ5","B0861SK6C7","1 to 3 Extension Cord Splitter - 40 Foot Black Power Cord Splitter - 16/3 SJTW Outdoor Outlet & Plug Splitter Cable","Home Improvement","Iron Forge Cable","Amazon","26.95","26.95","11.57","11.5","2.75","40.07","inches","4.4","pounds","UsLargeStandardSize","USD","10.32","4.04","0.00","--","--","--","6.28"
"PL-IFC-163WSPLT40","X002HX9ENN","B0861C9QZ9","1 to 3 Extension Cord Splitter - 28 Foot White Power Cord Splitter - 16/3 SJTW Outdoor Outlet & Plug Splitter Cable","Home Improvement","Iron Forge Cable","Amazon","21.95","21.95","12.2","10.87","3.39","40.72","inches","3.55","pounds","UsLargeStandardSize","USD","9.27","3.29","0.00","--","--","--","5.98"
"PL-IFT-RBK-.25PL-12PK","X002HX2MH3","B0861CGGV8","Router Bits Set 1/4 Inch Shank - 12 Piece Kit for Woodworking, Home Improvement and DIY Projects","Tools","Iron Forge Tools","Amazon","71.35","71.35","14.22","12.7","9.4","58.42","centimeters","476.0","grams","Standard","CAD","21.65","10.70","0.00","--","--","--","10.95"
"PL-IFT-RBK-.25PL-12PK","X002HX2MH3","B0861CGGV8","Router Bits Set 1/4 Inch Shank - 12 Piece Kit for Woodworking, Home Improvement and DIY Projects","Tools","Iron Forge Tools","Amazon","17.99","17.99","5.6","5.0","3.7","23.0","inches","1.05","pounds","UsLargeStandardSize","USD","7.65","2.70","0.00","--","--","--","4.95"
"PL-IFC-163GSPLT12","X002HX2BFB","B0861BTK2J","1 to 3 Extension Cord Splitter - 6 Foot Green Power Cord Splitter - 16/3 SJTW Outdoor Outlet & Plug Splitter Cable - Great for Powering Outdoor Christmas Decorations","Home Improvement","Iron Forge Cable","Amazon","12.95","12.95","10.31","8.82","1.93","31.81","inches","1.46","pounds","UsLargeStandardSize","USD","6.89","1.94","0.00","--","--","--","4.95"
"PL-IL-DM17X36PU-BHMV","X002HFWS6B","B085LLBM8C","""Ilyapa 36 x 17 Inch Double Sided Desk Pad - Leather Style Full Desk Mouse Pad - Easy Clean Non Slip Computer Desk Blotter Mat for Home Or Office (36x17"""" Mauve,Blush)""","Office Products","Ilyapa","Amazon","8.99","8.99","17.8","7.56","2.83","38.58","inches","1.26","pounds","UsLargeStandardSize","USD","7.03","1.35","0.00","--","--","--","5.68"
"PL-IL-DM17X36PU-GRLB","X002HFVDIP","B085KSSQKR","Office Desk Pad, Dual Sided Gray & Light Blue Desk Mat - 36 x 17” Inch Leather Style Full Desk Mouse Pad, Easy Clean Non Slip Computer Desk Mat for Home or Office (36 x 17” Inch, Gray/Light Blue)","Office Products","Ilyapa","Amazon","9.99","9.99","17.87","3.11","2.83","29.75","inches","1.19","pounds","UsLargeStandardSize","USD","6.45","1.50","0.00","--","--","--","4.95"
"PL-IL-DM23X47PU-GRBK","X002HFVDI5","B085LKR4JH","Office Desk Pad, Dual Sided Gray & Black Desk Mat - 47 x 23” Inch Leather Style Full Desk Mouse Pad, Easy Clean Non Slip Computer Desk Mat for Home or Office (47 x 23” Inch, Gray/Black)","Office Products","Ilyapa","Amazon","25.66","25.66","23.8","3.1","2.9","35.8","inches","2.7","pounds","UsSmallOversize","USD","13.27","3.85","0.00","--","--","--","9.42"
"PL-IL-DM23X47PU-GRLB","X002HFUXRR","B085LLDDPL","Office Desk Pad, Dual Sided Gray & Light Blue Desk Mat - 47 x 23” Inch Leather Style Full Desk Mouse Pad, Easy Clean Non Slip Computer Desk Mat for Home or Office (47 x 23” Inch, Gray/Light Blue)","Office Products","Ilyapa","Amazon","19.99","19.99","23.75","2.75","2.75","34.75","inches","2.4","pounds","UsSmallOversize","USD","12.42","3.00","0.00","--","--","--","9.42"
"PL-IL-DM23X47PU-BHMV","X002HFUXRH","B085LLHNCY","Office Desk Pad, Dual Sided Blush & Mauve Desk Mat - 47 x 23” Inch Leather Style Full Desk Mouse Pad, Easy Clean Non Slip Computer Desk Mat for Home or Office (47 x 23” Inch, Blush/Mauve)","Office Products","Ilyapa","Amazon","17.99","17.99","23.7","3.1","3.0","35.9","inches","2.35","pounds","UsSmallOversize","USD","12.12","2.70","0.00","--","--","--","9.42"
"PL-IL-DM17X36PU-GRBK","X002HFUXR7","B085LL67CN","Office Desk Pad, Dual Sided Gray & Black Desk Mat - 36 x 17” Inch Leather Style Full Desk Mouse Pad, Easy Clean Non Slip Computer Desk Mat for Home or Office (36 x 17” Inch, Gray/Black)","Office Products","Ilyapa","Amazon","9.99","9.99","17.8","3.1","3.0","30.0","inches","1.55","pounds","UsLargeStandardSize","USD","6.45","1.50","0.00","--","--","--","4.95"
"PL-IL-DM17X36PU-MVBK","X002HFUXQX","B085LL8SSP","""Ilyapa 36 x 17 Inch Double Sided Desk Pad - Leather Style Full Desk Mouse Pad - Easy Clean Non Slip Computer Desk Blotter Mat for Home Or Office (36x17"""" Mauve,Black)""","Office Products","Ilyapa","Amazon","8.99","8.99","17.8","2.8","2.8","29.0","inches","1.38","pounds","UsLargeStandardSize","USD","6.30","1.35","0.00","--","--","--","4.95"
"PL-IL-BTL32A-6PK","X002HF4VG1","B085JZVVDF","32 oz Amber Glass Beer Bottles for Home Brewing - 6 Pack with Airtight Rubber Seal Flip Caps","Kitchen","Ilyapa","Amazon","62.37","62.37","34.9","33.5","19.0","139.9","centimeters","4500.0","grams","Standard","CAD","27.51","9.36","0.00","--","--","--","18.15"
